"","document","topic","gamma"
"601","No Coincidence, No Story!",2,0.503016797700963
"602","Pinned by History",2,0.278426737696593
"603","Poultry Slam 1999",2,0.279085789619881
"604","Poultry Slam 2007",2,0.19553282695658
"605","The Real Story",2,0.144084458858319
"606","Thought That Counts",2,0.379499785900817
"607","Three Kinds of Deception",2,0.28408534969005
"608","Valentine’s Day ‘97",2,0.0763736264412946
"609","Them",2,0.305677342806826
"610","The Book That Changed Your Life",2,0.280464879958035
"611","Burroughs 101",2,0.0756927533279044
"612","Animals Die, People Ponder",2,0.145168280131004
"613","Batman",2,0.246003099940708
"614","Blame It on Art",2,0.206340967438016
"615","Cicero",2,0.142037601320627
"616","Desperate Measures",2,0.423151435670807
"617","Do-Gooders",2,0.256805890773675
"618","Dream House",2,0.238286665060096
"619","Father's Day '01",2,0.481218785805511
"620","Father’s Day ‘98",2,0.676490708835232
"621","From A Distance",2,0.579399634786826
"622","Heretics",2,0.256638286858963
"623","Human Resources",2,0.296189336857736
"624","Human Spectacle",2,0.170341255051192
"625","Ladies and Germs",2,0.172762211112703
"626","Lincoln's Second Inaugural",2,0.195601594687547
"627","MacGyver",2,0.385939977207586
"628","My Brilliant Plan",2,0.478620052402498
"629","Naming Names",2,0.206480996621439
"630","Notes on Camp",2,0.319661375343508
"631","Origin Story",2,0.0240371783664906
"632","Origin Story 2014",2,0.0793746592540056
"633","Our Friend David",2,0.174148381327011
"634","Radio",2,0.275387141236248
"635","Rich Guys",2,0.236401405654953
"636","Sentencing",2,0.0759737530242516
"637","Sibling Rivalry",2,0.0733148336872759
"638","Simulated Worlds",2,0.109877700822019
"639","Sinatra",2,0.0212640756975386
"640","Special Ed",2,0.530589227262662
"641","Stuck In The Middle",2,0.321158274578879
"642","Stuck in the Wrong Decade",2,0.455788783947775
"643","Superpowers",2,0.402610962773576
"644","Superpowers 2013",2,0.394698633219636
"645","Testosterone",2,0.587201179615089
"646","The Kids Are Alright",2,0.204423066397348
"647","This Week",2,0.365372869502831
"648","Twentieth Century Man",2,0.451055694161434
"649","Vacations",2,0.0794788747755606
"650","What Remains",2,0.263414607038366
"651","A Front",2,0.0204635959204455
"652","Name Change / No Theme",2,0.153956797984511
"653","Kids As Adults",2,0.51333608923443
"654","Auto Show",2,0.304910195491502
"655","Stories Pitched by Our Parents",2,0.443942403812026
"656","Pimp Anthropology",2,0.633074726935057
"657","Leaving the Fold",2,0.3031146139636
"658","The Job That Takes Over Your Life",2,0.259496618850962
"659","Accidental Documentaries",2,0.49047812700231
"660","American Limbo",2,0.35395734088967
"661","Americans in China",2,0.113179129945114
"662","Anger and Forgiveness",2,0.363062244304481
"663","Barbara",2,0.461195975139114
"664","Conventions",2,0.460130651857578
"665","Dawn",2,0.171733802956012
"666","Day At The Beach",2,0.228062977471439
"667","Fall Clearance Sale",2,0.194990618803951
"668","Father's Day '96",2,0.228358951306558
"669","Fiasco!",2,0.383876286197901
"670","I Was So High",2,0.523988113120202
"671","Million Bubbles",2,0.358228643430936
"672","Miracle Cures",2,0.426654995592088
"673","More Is Less",2,0.0635382072312445
"674","My Big Break",2,0.20583407199418
"675","NUMMI",2,0.00869676350538193
"676","Primary",2,0.169697521050813
"677","Sales",2,0.386054598234253
"678","Secret Government",2,0.0142529819725155
"679","Sink or Swim",2,0.355534123449701
"680","Spies Like Us",2,0.357011439690196
"681","Take A Negro Home",2,0.552375911414053
"682","Ten Years In",2,0.487713111235014
"683","The Middle of Nowhere",2,0.188290479649546
"684","The Real Thing",2,0.399136303881368
"685","Time to Save the World",2,0.575518736399869
"686","Tough Room",2,0.37428818021193
"687","Tough Room 2011",2,0.375967313450831
"688","Trek",2,0.184872101046358
"689","Two Nations, One President",2,0.0941115373051857
"690","Welcome to America",2,0.285617288172106
"691","What Kind of Country",2,0.036979745217569
"692","You Are Here",2,0.35027157315336
"693","You Gonna Eat That?",2,0.327553362609447
"694","Plan B",2,0.336791935238662
"695","Propriety",2,0.266206833252489
"696","Reruns",2,0.422850455664593
"697","Houses of Ill Repute",2,0.175787931477915
"698","Letters",2,0.356863883768946
"699","Crime Scene",2,0.18797629870915
"700","Regrets, I've Had a Few",2,0.533436786953747
"701","Your Dream, My Nightmare",2,0.144330322326773
"702","Amateur Hour",2,0.356865377481405
"703","Basketball",2,0.274037916892899
"704","Be Careful Who You Pretend to Be",2,0.352981470407078
"705","Bob Dole",2,0.285040288346123
"706","Can You Fight City Hall…If You Are City Hall?",2,7.78448558911201e-06
"707","Cops See It Differently, Part One",2,0.216485516313297
"708","Election",2,0.0871565925655025
"709","Factions",2,0.0649858823170873
"710","Family Physics",2,0.381013365646121
"711","Home Movies",2,0.323966318977997
"712","I Enjoy Being A Girl, Sort Of",2,0.391044170867347
"713","Immigration",2,0.127358399089479
"714","In Country",2,0.376350062320096
"715","It's Never Over",2,0.531198246408171
"716","Last Words",2,0.240833844568674
"717","Lights, Camera, Christmas!",2,0.441721677931039
"718","Nobody's Family Is Going to Change",2,0.652439269394121
"719","Numbers",2,0.593753722743281
"720","Parent Trap",2,0.418143248688342
"721","Regime Change",2,0.279910658468517
"722","Return to Childhood",2,0.542467508701364
"723","Secret Life of Daytime",2,0.243054582287989
"724","Should I Stay or Should I Go?",2,0.357409935970699
"725","Social Contract",2,6.50168642724699e-06
"726","The Incredible Case of the P.I. Moms",2,0.352536300310595
"727","The Leap",2,0.568813103111278
"728","The Parrot and the Potbellied Pig",2,0.313956118906082
"729","True Urban Legends",2,0.220329134348919
"730","Truth and Lies at Age Ten",2,0.696511328776247
"731","Unconditional Love",2,0.544559009700125
"732","Use Only as Directed",2,0.00866516860796795
"733","Valentine’s Day ’98",2,0.389285427931166
"734","War Stories",2,0.282450923172875
"735","Will They Know Me Back Home?",2,0.250252479357128
"736","81 Words",2,0.162551368856846
"737","Ask An Expert",2,0.424553719326838
"738","Big Tent",2,0.161831026339727
"739","Own Worst Enemy",2,0.522636604965306
"740","Neighbors",2,0.211041069398183
"741","Name Change",2,0.318880736158842
"742","Later That Same Day",2,0.264557298961364
"743","Georgia Rambler",2,0.234682999077294
"744","Is That What I Look Like?",2,0.563361761176358
"745","Something for Nothing",2,0.295391062829237
"746","Godless America",2,0.337540853173386
"747","A Teenager's Guide to God",2,0.491057442819123
"748","Apocalypse",2,0.162449214482022
"749","Apology",2,0.409682252310325
"750","By Proxy",2,0.453859540155986
"751","Fake I.D.",2,0.173037361628902
"752","Ghosts of Elections Past",2,0.180241282726027
"753","Golden Calf",2,0.332616031448785
"754","Gossip",2,0.424434782390969
"755","Got Your Back",2,0.433524769431895
"756","High Cost of Living",2,0.425076365958969
"757","Invisible Made Visible",2,0.307404040892606
"758","Know Your Enemy",2,0.263139863171456
"759","Like It or Not",2,0.360536083816811
"760","Lost in Translation",2,0.239934876555644
"761","Love",2,0.517866095513541
"762","Nemeses",2,0.162477525386107
"763","Nice Work If You Can Get It",2,0.291733063130981
"764","No Place Like Home",2,0.231103055716249
"765","Office Politics",2,0.262315617897206
"766","Parental Guidance Suggested",2,0.528337252691642
"767","Perfect Evidence",2,0.1784040355602
"768","Politics",2,0.180185856633027
"769","Pursuit of Happiness",2,0.302229273344829
"770","Recordings for Someone",2,0.429844281336539
"771","Save the Day",2,0.252314190084336
"772","Suckers",2,0.39753150710821
"773","The Annoying Gap Between Theory...and Practice",2,0.0734348712439399
"774","The Invention of Money",2,0.00400192526209676
"775","The Psychopath Test",2,0.125125418351967
"776","The Super",2,0.421977382823614
"777","This I Used to Believe",2,0.58261468265467
"778","Wait - Do You Have The Map?",2,0.316807746324438
"779","We Didn’t",2,0.513445916262225
"780","What You Lookin’ At?",2,0.228221665487298
"781","Harold",2,0.0502493950249894
"782","Middle of the Night",2,0.434385999731793
"783","Justice",2,0.301839133167595
"784","Poultry Slam 2011",2,0.203338904881738
"785","Defying Sickness",2,0.454162712108935
"786","Teenage Embed, Part Two",2,0.372094258687111
"787","Somewhere in the Arabian Sea",2,0.274405317365597
"788","Windfall",2,0.275569144686592
"789","2010",2,0.23424513048806
"790","And the Call Was Coming from the Basement",2,0.152501523314343
"791","David and Goliath",2,0.200939461856304
"792","Going Big",2,0.479512417804019
"793","Habeas Schmabeas",2,0.0451246270636345
"794","Habeas Schmabeas 2007",2,0.0401858748015734
"795","Hiding in Plain Sight",2,0.252314192390332
"796","It Says So Right Here",2,0.19922975868811
"797","Mapping",2,0.174419986641073
"798","Mr. Daisey and the Apple Factory",2,0.343020397214184
"799","My Two Cents",2,0.215910321798621
"800","Neighborhood Watch",2,0.211157069993475
"801","Special Treatment",2,0.346178444025034
"802","Take the Money and Run for Office",2,7.00896209390375e-06
"803","The Prosecutor",2,0.0387356123578668
"804","Very Tough Love",2,0.280529446387934
"805","Wake Up Now",2,0.13390513836825
"806","When Patents Attack!",2,0.00304169790624612
"807","When Patents Attack... Part Two!",2,6.8152746731991e-06
"808","Back from the Dead",2,0.246808002325822
"809","Guns",2,0.436556984629054
"810","Classifieds",2,0.399192289853496
"811","Crush",2,0.168009217510192
"812","Democratic Convention",2,0.229729110141389
"813","Got You Pegged",2,0.391487175603757
"814","Say Anything",2,0.402215590570803
"815","Christmas",2,0.138279001659012
"816","Prom",2,0.440679727715569
"817","Right to Remain Silent",2,0.123286579355711
"818","Americans In Paris",2,0.460764588827021
"819","Escape the Box",2,0.543773407269253
"820","Moving",2,0.412549222904914
"821","The Fix Is In",2,0.137033982296881
"822","Valentine’s Day ’99",2,0.467061044742133
"823","How We Talked Back Then",2,0.442998953470018
"824","Middlemen",2,0.347102773375833
"825","Scenes from A Transplant",2,0.48756219460896
"826","Shoulda Been Dead",2,0.543892694803629
"827","Throwing the First Punch",2,0.328433616687083
"828","Pro Se",2,0.275489720592699
"829","Republican Convention",2,0.132715427382966
"830","The Alibi",2,0.306241128223714
"831","The This American Life Holiday Spectacular",2,0.122304762542678
"832","What Is This Thing?",2,0.393718550655358
"833","Crybabies",2,0.179323653994241
"834","180 Degrees",2,0.262284981736691
"835","Christmas and Commerce",2,0.203694488754494
"836","Amusement Park",2,0.311357521725318
"837","Cringe",2,0.504630643222466
"838","Return to Childhood 2008",2,0.549905438968986
"839","Self-Improvement Kick",2,0.348115343975685
"840","The Ten Commandments",2,0.436136860935742
"841","One of Us",2,0.197144335588172
"842","Show Me the Way",2,0.317000043438754
"843","The Cruelty of Children",2,0.126860856845944
"844","Hitler’s Yacht",2,0.290578451792708
"845","Fire",2,0.310148701417708
"846","A Night at the Wiener Circle",2,0.152385212885299
"847","Send a Message",2,0.414732780516548
"848","Adult Children",2,0.247445056067381
"849","Star-Crossed Love",2,0.348304209526514
"850","Small Scale Sin",2,0.367045944029969
"851","Julia Sweeney",2,0.596966321354756
"852","Wrong Side of History",2,0.212043325134264
"853","Monogamy",2,0.464434685824467
"854","Mind Your Own Business",2,0.209519222570357
"855","Father’s Day ‘99",2,0.605402152831378
"856","Faustian Bargains",2,0.430179461828754
"857","Mob Mentality",2,0.257929024719801
"858","Social Engineering",2,0.365863151904994
"859","One Thing",2,0.368146634002675
"860","Adventures in the Simple Life",2,0.410257156007379
"861","Infidelity",2,0.385225453237241
"862","Poultry Slam 2008",2,0.118865564527514
"863","Allure of Crime",2,0.482808388195539
"864","The View From In Here",2,0.329173872122607
"865","If You Don’t Have Anything Nice to Say, SAY IT IN ALL CAPS",2,0.355585212687702
"866","In Dog We Trust",2,0.0883438354157931
"867","Cat and Mouse",2,0.175713288690885
"868","First Day",2,0.310452280503823
"869","Know When To Fold ‘Em",2,0.30133950793875
"870","Mortal Vs. Venial",2,0.192072523366368
"871","My Reputation",2,0.273448822235948
"872","Ruining It for the Rest of Us",2,0.412781151296002
"873","The Cat Came Back",2,0.278200566620709
"874","The Missing Parents Bureau",2,0.462818223094284
"875","Somewhere Out There",2,0.652349575941029
"876","Reap What You Sow",2,0.0986619433383314
"877","20 Acts in 60 Minutes",2,0.304418687614839
"878","Media Fringe",2,0.27246548980911
"879","Telephone",2,0.58961243110248
"880","Not What I Signed Up For",2,0.48481190055583
"881","Mistakes Were Made",2,0.454933050449269
"882","How to Talk to Kids",2,0.593566993999629
"883","Lost in America",2,0.242840178701815
"884","Fine Print",2,0.145212136594672
"885","Fine Print 2011",2,0.125522196314764
"886","Act V",2,0.177803601231076
"887","Away From Home",2,0.398579458291072
"888","Drama Bug",2,0.165970143854699
"889","Comedians of Christmas Comedy Special",2,0.474224967761014
"890","The Angels Wanna Wear My Red Suit",2,0.0540936574925
"891","How to Win Friends and Influence People",2,0.381691464812887
"892","Mother’s Day",2,0.428802510654107
"893","Scenes From a Recession",2,0.013846398450542
"894","Tribes",2,0.234291741245855
"895","A Better Mousetrap",2,0.350444559949309
"896","A Better Mousetrap 2008",2,0.255553091245587
"897","Another Frightening Show About the Economy",2,0.015755671504266
"898","Economy",2,0.101902471388185
"899","Good Guys",2,0.459940394168358
"900","Harper High School - Part Two",2,0.360592448989326
"901","Hit the Road",2,0.460791933010539
"902","How to Take Money from Strangers",2,0.394744843205597
"903","I Was Just Trying To Help",2,0.0531144359487986
"904","In the Shadow of the City",2,0.591368347965746
"905","Is This Working?",2,0.345704762551035
"906","It's Not the Product, It's the Person",2,0.467864037322128
"907","Million Dollar Idea",2,0.17268355445286
"908","Other People's Mail",2,0.354285725529706
"909","Petty Tyrant",2,0.187690039735379
"910","Quitting",2,0.282509659107693
"911","See No Evil",2,0.283373453856074
"912","Small Towns",2,0.421182704991944
"913","Switcheroo",2,0.300561957161816
"914","Teenaged Girls",2,0.198711944852025
"915","The New Boss",2,0.124603682828039
"916","The Radio Drama Episode",2,0.277482519003669
"917","Toxie",2,0.0545681291191293
"918","Valentine’s Day 2008",2,0.343328487166448
"919","A House Divided",2,0.160546004851087
"920","Adventure!",2,0.157274418900724
"921","Advice",2,0.426238613905368
"922","Animal Sacrifice",2,0.22555496014056
"923","Animals",2,0.111071914504546
"924","Arms Trader 2009",2,0.101256047946987
"925","Babysitting",2,0.44168932983972
"926","Bedside Diplomacy",2,0.390939721606882
"927","Best Interests",2,0.400124748652562
"928","Birthdays, Anniversaries, and Milestones",2,0.25098066966708
"929","Break-Up",2,0.732850621760788
"930","Brother’s Keeper",2,0.163210870470505
"931","Call For Help",2,0.40577001184409
"932","Confessions",2,0.33586169107264
"933","Death and Taxes",2,0.404332641415164
"934","Delivery",2,0.166571117354737
"935","Didn’t Ask to Be Born",2,0.424737327862001
"936","DIY",2,0.162219278982873
"937","Duty Calls",2,0.380004748937188
"938","Edge of Sanity",2,0.160267627095595
"939","Enemy Camp",2,0.429468471589497
"940","Enemy Camp 2010",2,0.393509212699989
"941","Enforcers",2,0.137027504781635
"942","Faith",2,0.338474380144859
"943","Fear of Sleep",2,0.415123239085107
"944","Frenemies",2,0.382954833165319
"945","Give the People What They Want",2,0.322837520297229
