id,region1,region2,region3,region4,homeowner,n_children,hh_income,female,wealth_rating,avg_home_value,median_neighborhood_income,avg_neighborhood_income,pct_low_income,lifetime_promotions_received,lifetime_gifts,largest_gift,most_recent_gift,months_since_gift,gift_time_lag,average_gift_amount,donor,damt
2645,1,0,0,0,1,0,4,1,4,164,24,37,19,105,153,35,27,21,4,18.49,1,17
2646,0,0,0,1,1,0,2,1,9,108,28,42,42,67,84,33,20,23,6,17.21,1,17
2659,0,0,1,0,1,0,3,0,7,243,63,73,2,120,969,11,13,14,3,12.78,1,17
2660,0,1,0,0,1,0,4,1,8,187,79,79,2,81,128,20,11,6,4,12.02,1,17
2665,0,0,0,0,1,0,4,1,6,275,73,75,0,90,187,46,22,20,5,16.28,1,17
2679,0,0,1,0,1,0,4,1,9,83,24,32,30,23,46,18,12,17,5,13.39,1,17
2683,0,1,0,0,1,0,5,0,8,194,75,75,3,20,42,10,5,12,11,5.85,1,17
2715,0,1,0,0,1,0,4,0,9,206,39,54,2,56,92,44,42,19,11,18.24,1,17
2735,0,0,0,1,1,0,4,0,9,158,43,43,10,98,162,16,17,15,5,7.02,1,17
2756,1,0,0,0,1,0,4,0,9,108,29,29,27,88,107,63,41,17,2,17.44,1,17
2802,0,0,0,1,1,0,4,1,9,218,66,78,1,33,59,20,16,23,7,16.99,1,17
2878,0,0,1,0,1,0,3,1,8,197,50,68,1,61,77,50,21,16,5,12.73,1,17
2929,0,0,1,0,1,0,4,1,7,370,66,119,0,39,76,21,9,18,11,13.94,1,17
3011,0,0,0,1,1,0,5,0,9,99,26,40,20,76,72,13,15,18,3,7.56,1,17
3052,0,0,0,1,1,0,4,1,8,170,31,47,13,105,142,40,20,20,6,15.21,1,17
3130,0,0,1,0,1,0,4,0,8,239,63,66,1,50,74,23,27,21,12,17.9,1,17
3153,0,1,0,0,1,4,5,0,8,237,39,54,5,78,166,104,52,15,9,25.83,1,17
3163,0,0,0,0,1,0,4,0,8,176,26,53,13,40,81,36,23,8,5,18.69,1,17
3185,0,0,0,0,1,4,4,0,9,305,169,169,0,33,251,251,65,16,4,25.63,1,17
3193,0,1,0,0,1,0,7,1,9,117,41,41,18,126,228,58,30,17,3,15.63,1,17
3201,0,1,0,0,1,0,5,0,9,103,24,25,27,74,213,44,19,20,9,14.45,1,17
3260,0,1,0,0,1,0,3,1,9,286,81,94,0,28,82,31,20,24,14,16.45,1,17
3264,0,1,0,0,1,0,7,0,8,215,65,66,1,22,75,75,30,24,5,14.79,1,17
3289,0,1,0,0,1,0,5,0,8,83,18,18,52,130,259,7,7,23,6,8.81,1,17
3292,0,0,1,0,1,0,1,1,6,155,71,71,1,79,140,21,17,13,6,9.21,1,17
3315,0,0,0,1,1,0,4,1,8,89,17,25,33,88,121,17,20,22,7,17.5,1,17
3383,0,1,0,0,1,0,6,1,8,116,26,37,35,45,92,34,23,19,8,17.09,1,17
3407,0,1,0,0,1,0,4,1,8,239,66,75,4,65,90,16,5,25,3,8.48,1,17
3446,0,1,0,0,1,2,5,0,6,676,148,170,0,29,126,126,54,19,6,21.32,1,17
3456,1,0,0,0,1,0,6,0,9,178,60,60,4,73,253,13,25,17,7,9.94,1,17
3472,0,0,0,0,1,0,4,1,8,199,66,66,3,101,137,64,16,14,7,22.62,1,17
3513,0,0,1,0,1,0,4,0,9,129,35,42,13,104,332,68,27,21,7,19.98,1,17
3533,0,0,0,0,1,0,4,1,8,140,27,49,28,126,278,22,35,23,16,13.84,1,17
3549,0,0,0,1,1,0,4,1,9,181,52,52,6,32,60,34,25,22,9,23.85,1,17
3651,0,0,0,0,1,0,4,0,8,178,38,45,5,31,66,26,22,17,5,14.23,1,17
3677,0,0,0,0,1,0,4,1,7,74,9,24,66,51,87,25,31,19,4,13.54,1,17
3685,0,1,0,0,1,0,3,1,7,270,64,88,4,50,157,157,45,22,16,17.77,1,17
3743,0,0,0,1,1,0,5,1,7,164,39,48,6,100,116,12,8,15,16,7.43,1,17
3835,0,0,0,1,1,0,4,0,3,148,31,49,17,84,118,33,24,15,3,23.27,1,17
3846,0,1,0,0,1,0,4,0,8,156,88,88,0,32,56,42,36,34,13,15.79,1,17
3853,0,0,0,1,1,0,4,1,8,254,46,56,2,82,258,20,21,22,6,14.1,1,17
3864,1,0,0,0,1,0,4,1,7,153,40,42,18,94,190,45,47,22,5,18.84,1,17
3925,0,0,0,1,1,0,4,0,8,181,54,54,5,117,256,11,10,17,7,7.96,1,17
3931,1,0,0,0,1,0,1,1,8,266,57,59,2,111,250,7,7,20,4,3.99,1,17
3935,0,0,0,1,1,0,4,1,9,107,40,43,8,16,42,18,13,18,5,9.14,1,17
3961,0,0,0,1,1,0,4,1,8,198,40,48,3,31,70,29,33,19,4,22.16,1,17
4011,0,0,1,0,1,0,4,1,9,108,11,30,45,56,111,58,22,19,7,22.03,1,17
4024,0,1,0,0,1,1,4,0,9,181,33,40,18,42,80,21,25,17,4,10.93,1,17
4080,0,0,0,0,1,0,5,1,8,178,47,47,13,26,100,100,55,24,10,23.33,1,17
4176,0,0,0,1,1,0,3,0,5,121,20,44,40,69,102,12,8,18,4,8.17,1,17
4194,0,0,1,0,1,0,4,0,8,130,26,59,39,30,83,83,31,24,3,21.34,1,17
4253,0,0,0,1,1,0,4,1,4,185,31,58,12,95,204,38,18,17,5,20.59,1,17
4318,0,1,0,0,1,0,6,1,9,247,48,82,0,26,54,51,38,18,5,12.93,1,17
4353,0,0,0,1,1,0,4,0,8,139,31,53,17,34,61,17,21,20,8,14.19,1,17
4372,0,0,0,0,1,0,5,1,8,185,54,54,2,75,87,13,9,14,5,17.47,1,17
4412,0,0,0,0,1,0,5,0,8,132,18,35,35,72,128,37,27,13,5,18.22,1,17
4444,0,1,0,0,1,0,4,0,8,87,12,28,57,99,198,29,22,20,3,16.95,1,17
4447,0,0,1,0,1,0,4,1,8,135,28,39,19,60,72,30,72,23,5,26.3,1,17
4577,0,0,0,1,1,2,4,0,9,200,49,64,1,49,96,30,28,21,4,15.3,1,17
4607,0,0,0,1,1,0,5,1,9,105,30,39,21,29,63,24,16,14,6,11.51,1,17
4621,0,1,0,0,0,0,4,1,8,306,55,62,3,61,252,252,32,8,3,24.84,1,17
4659,0,0,0,1,1,0,4,0,9,219,60,60,3,67,91,14,15,15,3,12,1,17
4706,0,0,0,1,1,0,4,1,6,191,37,47,5,44,67,20,10,39,4,14.48,1,17
4734,0,1,0,0,1,0,5,1,8,198,62,62,8,41,61,34,14,17,10,17.27,1,17
4752,0,0,0,1,1,0,4,1,5,184,31,53,15,124,288,26,22,15,4,13.39,1,17
4795,0,0,1,0,1,0,2,0,8,128,16,37,38,18,45,27,17,15,5,16.29,1,17
4796,0,1,0,0,1,1,5,1,6,113,41,41,9,57,88,19,16,19,3,14.28,1,17
4847,0,1,0,0,1,0,5,0,8,144,20,26,33,34,64,14,10,39,4,15.28,1,17
4911,0,0,0,1,1,0,5,0,2,364,133,133,0,111,220,14,7,18,3,9.7,1,17
4912,0,0,0,0,1,0,4,1,5,305,79,95,0,42,77,18,18,22,6,14.73,1,17
4928,0,0,0,0,1,0,5,0,6,173,50,50,7,31,64,14,10,22,3,11.37,1,17
4962,1,0,0,0,1,0,5,0,7,108,22,35,31,80,104,19,16,16,6,9.09,1,17
4971,0,0,0,0,1,0,4,1,6,121,46,46,17,57,61,30,30,16,8,14.76,1,17
4980,0,0,0,1,1,0,4,0,7,265,64,102,4,90,135,6,7,17,7,5.29,1,17
4996,0,0,0,1,1,0,4,1,4,161,33,69,24,108,129,16,15,21,6,10.38,1,17
5036,0,0,1,0,1,0,5,1,9,339,61,104,0,75,91,23,38,16,5,6.74,1,17
5042,0,0,0,0,1,0,4,1,8,176,33,52,11,43,68,68,54,23,4,14.57,1,17
5094,0,0,0,1,1,0,5,1,9,145,36,52,19,50,114,33,18,19,4,14.28,1,17
5157,0,0,1,0,1,0,3,1,7,160,26,54,12,43,59,59,40,24,5,14.44,1,17
5218,0,0,0,1,1,1,4,1,8,159,17,43,39,36,70,17,12,16,5,14.29,1,17
5263,0,0,0,1,1,0,5,0,6,141,21,50,28,87,159,17,7,15,7,8.19,1,17
5287,0,1,0,0,1,0,5,0,9,140,31,51,3,37,76,10,8,22,5,7.73,1,17
5384,1,0,0,0,1,0,4,1,9,94,19,33,39,89,168,18,25,15,4,13.54,1,17
5456,1,0,0,0,1,0,2,0,6,210,45,55,9,88,250,250,57,24,5,44.25,1,17
5461,0,1,0,0,1,2,4,1,4,309,80,92,0,57,111,12,13,21,9,8.58,1,17
5467,0,0,1,0,1,0,4,0,4,95,26,33,48,28,59,59,33,19,7,33.15,1,17
5470,0,0,0,1,1,0,4,0,8,160,29,41,28,89,222,23,13,14,7,15.57,1,17
5474,0,1,0,0,1,1,4,1,9,206,34,70,12,119,219,24,19,16,3,12.78,1,17
5501,0,0,1,0,1,0,4,0,8,161,53,53,1,95,162,36,16,21,3,13.18,1,17
5513,1,0,0,0,1,0,3,1,8,161,29,37,27,62,76,25,21,24,4,8.34,1,17
5604,0,0,1,0,1,0,4,1,8,162,67,67,5,55,79,24,33,16,7,12.46,1,17
5614,0,0,1,0,1,2,4,1,9,182,34,54,13,109,187,67,53,13,7,41.88,1,17
5631,0,0,1,0,1,0,4,0,5,150,21,43,36,111,231,24,14,22,5,11.93,1,17
5658,0,0,1,0,1,0,3,1,8,177,47,47,6,8,41,37,33,13,3,32.08,1,17
5668,1,0,0,0,1,0,4,1,9,86,42,42,15,61,236,236,42,19,6,20.06,1,17
5706,0,1,0,0,1,2,4,1,9,290,89,116,0,65,77,32,43,17,4,15.7,1,17
5716,0,0,0,1,1,0,4,1,8,295,48,79,7,30,68,16,11,22,15,7.8,1,17
5728,1,0,0,0,1,0,4,1,9,282,41,71,4,69,114,24,29,12,3,17.33,1,17
5731,0,1,0,0,1,0,4,1,9,162,32,45,11,35,67,55,54,18,3,23.56,1,17
5744,0,0,0,0,1,0,5,0,7,337,69,122,0,97,158,29,36,39,3,15.43,1,17
5815,0,1,0,0,1,0,4,1,8,322,83,98,0,91,115,27,15,16,3,7.47,1,17
5822,0,0,1,0,1,0,4,1,8,130,26,28,20,46,78,11,12,17,4,9.83,1,17
5878,0,0,0,1,1,0,6,0,8,257,87,102,0,75,177,8,9,21,16,8.61,1,17
6012,0,0,0,1,1,0,4,1,5,189,42,56,7,38,85,46,27,17,3,19.07,1,17
6037,0,1,0,0,1,1,2,1,8,81,34,34,24,141,494,31,29,24,4,22.93,1,17
6067,0,1,0,0,1,2,4,1,8,109,31,36,26,58,70,36,29,21,5,13.13,1,17
6076,1,0,0,0,1,0,4,1,7,108,22,29,27,60,74,23,24,10,4,18.34,1,17
6176,0,1,0,0,1,1,4,0,8,235,74,74,2,74,203,77,43,21,5,35.24,1,17
6328,0,0,0,1,1,0,5,1,8,281,103,133,0,20,32,5,7,14,3,5.82,1,17
6339,0,1,0,0,1,2,2,0,8,190,34,47,14,32,72,14,10,20,3,10.25,1,17
6407,1,0,0,0,1,2,4,1,8,316,92,92,0,74,118,28,18,21,6,19.37,1,17
6411,0,1,0,0,1,0,5,1,6,182,19,37,22,48,71,31,36,13,3,20.23,1,17
6422,1,0,0,0,1,0,4,0,7,138,63,63,3,58,120,26,17,18,6,17.03,1,17
6492,0,0,0,1,1,0,3,0,9,267,40,65,1,53,68,41,24,10,5,21.27,1,17
6507,0,1,0,0,1,0,4,0,8,75,13,19,45,96,195,46,45,15,3,20.4,1,17
6552,0,0,0,0,1,0,4,1,8,206,40,42,14,88,194,33,23,18,4,25.39,1,17
6569,0,1,0,0,1,2,6,0,8,146,23,49,27,88,229,33,36,16,6,18.53,1,17
6575,0,1,0,0,1,0,4,0,6,121,14,35,51,24,48,25,11,22,6,12.89,1,17
6726,0,1,0,0,1,0,7,0,9,210,60,60,6,70,111,17,19,21,4,17.93,1,17
6772,0,0,0,0,1,0,4,0,8,91,25,27,20,25,58,58,49,13,4,14.43,1,17
6779,0,1,0,0,1,0,5,0,6,159,37,42,10,96,180,29,20,13,7,13.64,1,17
6810,1,0,0,0,1,0,6,1,7,206,29,58,17,111,209,38,28,20,4,22.93,1,17
6831,0,1,0,0,1,0,7,1,8,208,51,71,3,82,121,80,45,21,3,31.39,1,17
6838,1,0,0,0,1,3,4,1,9,178,61,61,5,51,78,14,22,22,7,11.02,1,17
6870,1,0,0,0,1,0,4,1,5,317,66,76,3,24,69,16,13,18,3,11.53,1,17
6877,0,1,0,0,1,0,7,0,5,110,59,59,3,14,58,31,58,15,5,24.44,1,17
6889,0,0,1,0,1,0,5,0,9,82,19,23,70,59,92,10,7,14,7,7.13,1,17
6928,0,0,0,1,1,1,4,0,9,163,28,54,15,41,74,23,29,22,6,17.38,1,17
6975,0,1,0,0,1,0,4,0,5,240,103,103,0,87,165,17,16,20,7,18,1,17
7002,0,1,0,0,1,0,2,1,4,173,36,68,6,64,118,26,23,19,3,18.31,1,17
7005,0,1,0,0,1,0,5,1,9,125,23,24,42,20,136,136,54,23,3,26.23,1,17
7014,0,0,1,0,1,1,4,0,5,204,64,64,3,94,140,25,21,17,6,11.21,1,17
7078,0,0,0,1,1,0,4,1,8,177,32,51,10,120,260,16,13,17,6,9.31,1,17
7098,0,0,0,1,1,0,4,1,9,279,60,66,2,42,68,34,18,13,4,15.95,1,17
7110,0,0,0,1,1,0,4,0,7,266,52,70,3,78,184,10,5,18,7,8.89,1,17
7120,0,1,0,0,1,0,3,0,8,87,14,24,45,98,279,112,31,19,6,28.63,1,17
7176,1,0,0,0,1,1,4,1,9,123,24,34,20,49,94,74,50,14,3,26.41,1,17
7185,0,0,0,1,1,0,4,0,8,147,59,59,10,76,86,29,15,20,7,16.6,1,17
7402,0,0,0,0,1,0,5,1,8,83,16,22,47,123,199,7,3,32,5,6.8,1,17
7489,0,0,0,1,1,0,6,1,9,152,48,51,8,83,401,7,5,20,5,7.41,1,17
7509,0,0,1,0,1,2,4,1,9,335,60,104,0,71,174,54,37,21,5,18.23,1,17
7534,0,1,0,0,1,3,4,0,7,390,117,127,0,33,49,17,16,15,4,12.14,1,17
7554,1,0,0,0,1,0,3,0,7,131,42,42,6,78,180,66,40,18,7,18.21,1,17
7684,0,0,1,0,1,2,5,0,8,171,57,57,8,121,280,33,31,24,5,22.25,1,17
7736,0,0,0,1,1,1,4,1,9,211,52,63,3,119,308,170,33,18,3,15.73,1,17
7879,0,1,0,0,1,2,5,1,6,308,76,99,0,102,368,53,32,20,5,26.5,1,17
7889,0,0,0,1,1,1,4,1,8,218,47,54,3,62,100,24,19,21,7,14.13,1,17
7898,1,0,0,0,1,0,5,0,7,104,17,26,38,122,291,37,30,16,3,15.44,1,17
7943,1,0,0,0,1,0,4,0,6,215,90,90,0,33,91,26,16,12,4,9.9,1,17
7957,0,0,1,0,1,0,5,1,8,67,12,28,45,48,73,19,19,24,6,6.96,1,17
7992,0,1,0,0,1,0,2,0,9,185,34,80,7,29,103,103,22,11,5,38.07,1,17
55,0,0,0,1,1,0,4,1,8,158,38,38,22,55,80,20,20,14,3,10.22,1,16
71,0,0,0,0,1,0,4,1,9,105,29,34,30,39,52,25,26,13,6,17.01,1,16
95,0,1,0,0,1,0,2,0,9,218,54,57,21,44,62,28,17,20,9,14.94,1,16
114,0,0,0,1,1,0,5,1,9,117,17,34,37,26,57,5,5,13,4,4.88,1,16
142,1,0,0,0,1,0,6,0,4,137,23,30,23,36,82,43,25,17,3,19.25,1,16
152,0,0,0,0,1,0,3,0,8,149,29,34,18,81,157,19,20,13,3,14.73,1,16
172,0,0,0,1,1,2,4,1,8,233,149,149,0,130,162,17,17,18,9,14.63,1,16
230,0,1,0,0,1,2,4,1,6,311,91,91,1,77,94,13,5,15,5,6.85,1,16
240,0,1,0,0,1,0,4,0,6,199,46,63,9,88,103,21,24,23,15,16.64,1,16
242,1,0,0,0,1,1,4,1,6,222,44,68,11,69,98,21,29,13,5,24.95,1,16
251,0,1,0,0,1,3,4,0,9,144,20,33,41,56,85,35,21,17,2,14.07,1,16
252,0,1,0,0,1,0,5,1,5,114,31,31,27,111,111,20,18,12,17,15.64,1,16
271,0,0,0,1,1,0,4,0,9,405,100,100,0,36,54,18,8,19,4,16.49,1,16
278,0,0,0,0,1,0,4,0,8,153,45,45,6,44,76,18,30,18,8,12.71,1,16
301,0,1,0,0,1,3,4,0,6,233,44,82,4,95,187,25,23,14,4,19.88,1,16
307,0,1,0,0,1,0,2,1,9,241,44,70,7,25,197,197,94,14,4,32.09,1,16
314,0,1,0,0,1,2,4,1,8,205,91,91,4,71,130,130,27,22,5,30.29,1,16
315,0,0,0,1,1,0,4,0,8,87,37,37,41,14,31,10,13,22,3,8.01,1,16
349,0,0,0,0,1,0,4,0,9,101,23,34,25,62,107,14,31,15,4,16.74,1,16
386,0,0,1,0,1,0,4,1,8,206,57,63,7,77,140,21,28,11,8,18.98,1,16
389,0,1,0,0,1,1,4,1,8,177,41,41,13,97,252,13,8,18,6,8.11,1,16
396,0,0,0,1,1,0,4,1,9,188,47,75,8,47,64,22,14,31,7,6.89,1,16
405,0,1,0,0,1,0,6,1,5,176,31,51,13,64,86,63,23,16,4,20.67,1,16
412,0,0,0,0,1,0,4,1,8,169,47,50,6,75,112,36,23,14,3,18.31,1,16
415,0,0,1,0,1,2,4,1,8,274,46,56,6,74,101,68,44,20,7,16.52,1,16
426,0,1,0,0,1,4,4,0,7,215,61,71,1,101,146,10,13,23,6,12.47,1,16
442,0,0,0,1,1,2,4,0,8,189,70,70,0,20,59,21,20,18,5,16.96,1,16
472,1,0,0,0,1,0,7,0,9,129,40,44,11,63,92,41,36,17,4,19.97,1,16
485,0,1,0,0,1,3,5,1,8,114,24,28,21,93,177,45,44,16,6,23.85,1,16
487,0,0,0,1,1,0,5,1,8,161,13,35,38,62,105,12,10,21,7,7.14,1,16
576,1,0,0,0,1,0,4,1,6,146,23,53,24,83,100,21,13,24,6,11.01,1,16
579,1,0,0,0,1,1,5,0,5,193,70,70,1,103,387,33,14,18,6,9.5,1,16
581,0,0,0,0,1,1,4,1,7,178,35,36,23,38,72,23,19,20,3,13.39,1,16
627,1,0,0,0,1,0,4,0,8,206,45,71,7,104,168,29,29,17,8,9.98,1,16
649,0,1,0,0,1,0,4,0,8,241,68,78,5,66,103,57,21,17,5,16.03,1,16
675,0,1,0,0,1,0,5,1,9,127,33,55,27,61,60,15,9,15,11,8.93,1,16
676,0,0,0,1,1,0,3,0,9,137,40,56,9,78,93,18,12,20,5,14.03,1,16
774,1,0,0,0,1,0,3,0,9,174,39,55,10,78,123,54,23,20,3,15.21,1,16
796,1,0,0,0,1,2,4,0,6,111,19,32,25,60,142,29,25,20,4,9.93,1,16
798,0,0,1,0,1,0,4,1,8,190,37,49,10,97,147,24,11,14,6,15.06,1,16
799,0,0,0,1,1,1,4,0,9,183,55,55,9,37,113,10,9,16,3,11.31,1,16
807,1,0,0,0,1,0,7,1,8,143,21,40,34,101,202,48,21,16,9,21.37,1,16
827,0,0,0,1,1,2,4,1,7,115,35,48,14,103,291,14,16,13,5,14.71,1,16
835,0,0,1,0,1,0,4,1,7,198,32,50,11,70,90,16,10,38,3,19.34,1,16
847,0,0,1,0,1,0,5,1,6,59,17,19,45,56,87,17,9,23,6,10.04,1,16
862,0,1,0,0,1,0,6,0,8,196,34,60,8,97,203,22,39,22,7,12.77,1,16
869,0,1,0,0,1,1,5,0,8,158,30,47,16,88,121,56,46,16,10,30.27,1,16
938,0,1,0,0,1,0,5,0,9,146,21,34,44,30,74,18,18,24,6,11.58,1,16
976,0,1,0,0,1,0,4,0,4,164,39,39,14,13,37,18,24,14,7,19.39,1,16
984,1,0,0,0,1,0,5,0,8,127,25,49,15,40,66,26,40,19,4,15.04,1,16
991,1,0,0,0,1,0,3,0,8,161,22,49,26,13,49,30,14,19,7,15.57,1,16
996,0,1,0,0,1,0,4,0,8,159,27,50,18,60,101,23,19,20,7,16.8,1,16
1003,0,1,0,0,1,3,5,1,7,112,29,40,9,64,122,55,72,21,4,28.13,1,16
1075,0,0,0,0,1,0,4,0,8,247,73,73,2,69,137,22,28,12,4,9.3,1,16
1085,0,0,0,1,1,0,4,0,2,104,19,29,45,71,120,13,11,18,6,8.89,1,16
1097,0,1,0,0,1,0,6,1,9,146,35,48,16,120,335,32,30,21,14,22.09,1,16
1132,0,1,0,0,1,0,4,0,8,294,78,86,4,70,131,47,16,21,7,27.02,1,16
1157,0,0,0,0,1,2,4,1,5,562,188,191,0,21,46,22,16,22,6,15.12,1,16
1173,1,0,0,0,1,0,3,0,9,187,34,45,15,126,171,139,60,13,8,23.98,1,16
1178,0,1,0,0,1,1,4,1,8,178,62,62,4,26,52,22,11,20,6,26.44,1,16
1194,1,0,0,0,1,0,3,1,9,230,44,46,8,26,131,131,50,24,3,31.83,1,16
1195,1,0,0,0,1,0,5,0,9,143,25,50,19,78,303,20,34,14,4,7.5,1,16
1211,0,0,0,1,1,0,4,0,5,151,40,40,14,83,128,8,5,18,5,6.83,1,16
1224,0,1,0,0,1,0,5,0,7,198,32,50,19,66,95,18,15,15,5,16.83,1,16
1231,0,0,0,0,1,0,4,1,4,131,20,34,24,100,202,63,24,20,4,15.47,1,16
1235,0,1,0,0,1,0,4,1,5,257,63,63,2,43,65,65,46,16,14,17.29,1,16
1268,0,1,0,0,1,1,4,1,9,211,36,54,3,69,108,53,28,18,3,18.4,1,16
1295,1,0,0,0,1,0,6,1,8,251,84,92,0,57,102,10,8,23,5,5.45,1,16
1320,0,0,0,0,1,0,3,1,8,319,52,80,1,34,94,42,25,21,9,12.98,1,16
1321,0,0,0,1,1,0,4,1,8,224,51,61,7,22,47,8,5,17,5,6.89,1,16
1330,1,0,0,0,1,0,6,1,3,228,77,93,2,93,160,19,11,18,7,10.6,1,16
1331,0,0,1,0,1,0,4,1,4,146,30,30,22,114,221,23,18,15,8,11.74,1,16
1332,0,1,0,0,1,0,4,1,8,182,55,73,4,25,50,28,31,16,4,20.38,1,16
1341,0,1,0,0,1,1,4,0,9,242,30,74,7,107,145,89,46,22,12,19.98,1,16
1388,0,0,1,0,1,0,5,1,6,141,22,29,33,82,331,11,7,20,4,9.14,1,16
1396,0,0,1,0,1,0,5,1,8,285,52,57,3,52,77,17,14,23,6,15.13,1,16
1402,0,1,0,0,1,0,4,1,7,173,17,40,27,20,54,22,17,18,15,30.13,1,16
1430,1,0,0,0,1,0,5,1,8,230,96,96,6,59,82,37,20,17,4,21.12,1,16
1516,0,0,0,1,1,0,4,0,9,261,76,76,5,73,133,8,10,13,3,4.73,1,16
1525,0,0,1,0,1,2,4,1,8,410,102,115,0,85,298,43,38,16,4,15.6,1,16
1549,0,0,1,0,1,0,4,0,8,197,35,63,14,40,49,28,34,13,4,19.62,1,16
1564,0,0,0,0,1,0,6,0,4,170,54,54,4,118,402,10,9,21,23,7.92,1,16
1569,1,0,0,0,1,2,4,0,7,147,43,43,7,48,94,54,22,18,5,21.13,1,16
1579,0,0,0,0,1,0,6,1,8,327,137,137,0,53,107,23,26,12,6,14.8,1,16
1588,0,0,1,0,1,2,5,1,6,190,62,62,8,88,114,21,11,20,4,10.15,1,16
1627,0,0,0,1,1,0,4,1,8,150,55,56,6,70,105,17,17,19,3,20.47,1,16
1631,0,0,0,0,1,0,2,1,8,168,41,56,6,102,153,31,26,18,5,15.79,1,16
1632,0,1,0,0,1,0,2,0,9,246,161,161,0,34,53,35,24,16,4,17.23,1,16
1673,1,0,0,0,1,0,6,1,6,324,119,151,0,49,95,13,9,22,7,11.74,1,16
1690,0,0,0,1,1,0,4,0,8,188,61,61,8,101,251,9,10,21,7,11.41,1,16
1694,1,0,0,0,1,0,4,0,7,81,11,24,22,60,124,62,31,16,7,31.58,1,16
1716,0,0,0,1,1,0,4,0,8,129,11,43,34,97,208,12,15,14,3,9.6,1,16
1732,1,0,0,0,1,0,4,1,5,283,75,80,2,105,251,53,26,12,7,20.4,1,16
1756,0,0,1,0,1,0,4,0,9,167,25,68,7,38,74,11,7,18,2,5.35,1,16
1771,0,0,1,0,1,0,4,0,8,186,17,40,28,20,50,34,14,12,6,33.18,1,16
1786,1,0,0,0,1,1,4,1,7,103,17,33,48,49,78,47,30,15,5,23.84,1,16
1806,0,0,1,0,1,0,4,0,9,195,34,52,6,10,57,21,18,21,5,10.43,1,16
1807,0,1,0,0,1,0,4,1,9,157,31,38,33,102,158,68,35,8,11,24.45,1,16
1833,0,0,0,0,1,0,5,0,8,241,118,118,0,32,54,17,24,21,3,11.68,1,16
1838,1,0,0,0,1,0,5,1,6,311,80,99,0,11,41,15,25,19,8,12.06,1,16
1871,0,1,0,0,0,0,5,0,8,123,31,35,12,68,197,41,45,15,6,23.44,1,16
1882,1,0,0,0,1,0,7,1,9,272,136,136,1,53,99,16,14,19,8,8.88,1,16
1905,0,0,0,1,1,0,4,0,7,241,36,60,12,54,104,8,6,19,5,8.04,1,16
1943,1,0,0,0,1,0,3,1,8,184,47,55,13,88,144,76,36,15,5,35.55,1,16
1945,0,0,0,0,1,0,4,0,9,125,25,29,16,48,77,6,5,10,3,4.55,1,16
1958,0,1,0,0,1,0,3,0,6,198,52,61,5,52,76,23,33,21,6,11.65,1,16
2017,0,1,0,0,1,0,4,0,8,244,50,92,2,44,75,38,26,11,7,16.45,1,16
2027,1,0,0,0,1,0,4,0,6,234,61,65,1,52,76,22,21,14,9,14.02,1,16
2050,1,0,0,0,1,1,4,1,8,143,46,48,31,89,153,23,31,14,4,26.98,1,16
2084,1,0,0,0,1,0,4,1,8,155,28,47,12,72,132,31,30,39,19,22.65,1,16
2102,0,0,0,1,1,0,5,1,8,268,37,64,9,67,112,13,15,17,8,6.55,1,16
2179,0,1,0,0,1,0,3,1,9,263,55,75,0,82,106,106,50,15,6,25.15,1,16
2206,0,1,0,0,1,0,3,1,4,348,150,150,0,125,245,25,24,13,4,15.98,1,16
2221,0,0,0,0,1,0,4,1,7,136,31,35,23,92,102,21,28,15,15,16.35,1,16
2242,0,0,0,1,1,0,4,1,8,150,35,68,14,80,80,15,15,16,6,12.05,1,16
2243,0,1,0,0,1,2,5,1,6,313,108,116,0,118,219,35,23,13,7,17.59,1,16
2283,0,1,0,0,1,0,5,1,9,108,28,31,34,77,145,9,10,20,6,5.31,1,16
2361,0,0,0,1,1,0,2,0,8,199,20,61,12,70,116,64,29,23,5,17.09,1,16
2391,1,0,0,0,1,0,4,0,5,234,42,44,8,19,73,73,27,24,4,30.7,1,16
2402,0,0,0,1,1,0,4,1,5,144,27,51,19,49,87,12,16,23,6,6.49,1,16
2530,1,0,0,0,1,0,5,0,9,207,64,76,4,39,49,18,23,16,11,18.45,1,16
2610,0,1,0,0,1,0,2,0,5,241,72,72,2,69,105,76,47,19,3,17.9,1,16
2614,0,1,0,0,1,2,4,1,9,533,116,127,0,37,66,11,8,18,6,7.09,1,16
2674,1,0,0,0,1,2,4,0,6,388,108,108,0,59,117,23,33,14,8,14.54,1,16
2717,1,0,0,0,1,0,4,0,9,168,48,49,6,42,68,35,30,18,5,17.68,1,16
2734,0,1,0,0,1,0,6,1,8,133,44,44,29,72,116,30,19,17,6,23.68,1,16
2737,1,0,0,0,1,0,5,0,8,147,23,43,19,65,117,46,36,20,13,22.69,1,16
2761,0,1,0,0,1,1,3,1,9,273,74,88,0,17,51,29,33,19,4,22.28,1,16
2796,0,1,0,0,1,3,4,1,9,383,60,93,0,25,90,90,40,18,6,28.66,1,16
2804,0,0,0,1,1,0,4,1,9,129,36,43,10,77,181,13,10,16,6,10.73,1,16
2820,0,0,1,0,1,0,4,1,7,137,52,55,2,97,121,10,11,23,4,5.85,1,16
2874,0,1,0,0,1,2,4,0,9,150,32,45,15,91,274,13,15,21,4,11.49,1,16
2896,0,1,0,0,1,0,6,1,6,190,46,52,18,70,91,32,30,19,10,9.16,1,16
