"headline","date"
"IN WAKE OF LAWS AGAINST TETHERING DOGS, FEW FINES","2013-11-11"
"TWO PUBLIC CHARTER SCHOOLS IN ALBEMARLE AWARDED GRANTS","2013-11-11"
"ORANGE SUPERVISOR RACE DECIDED BY DOZEN VOTES","2013-11-11"
"RAISING THE BAR ON LITERACY","2013-11-11"
"THE RIGHT STEPS FOR NORFOLK STATE","2013-11-11"
"A NEVER ENDING CAMPAIGN CYCLE","2013-11-11"
"POLITICAL IDEOLOGUES JUST DON'T RESONATE IN VIRGINIA","2013-11-11"
"MCAULIFFE’S LEGACY","2013-11-11"
"SOUNDING THE ALARM  ON PRISON POLITICS","2013-11-11"
"SCHAPIRO: HEALTH CARE MAY SHAPE VA. POLITICS","2013-11-11"
"CAPEHART: LESSON FOR DEMOCRATS IN MCAULIFFE WIN: BET ON BLACK","2013-11-11"
"LUZZATTO: ILL-MANNERED END TO ILL-TEMPERED CAMPAIGN","2013-11-11"
"DAY: THE CHOICE FACING THE GOP","2013-11-11"
"DOUGHERTY: WITH GOP'S BABY, TIME TO THROW OUT THE BATH WATER, TOO","2013-11-11"
"MCDONNELL: MORE CIVILITY, MORE RESULTS","2013-11-11"
"SHIELDS, SIEGEL-HAWLEY, WILLIAMSON: AN OPEN LETTER TO VIRGINIA’S NEW GOVERNOR","2013-11-11"
"MCAULIFFE SAYS HE'D VETO BILL TO ALLOW URANIUM MINING","2013-11-12"
"NORTHAM, BOLLING TO MEET ON TRANSITION ISSUES","2013-11-12"
"MCAULIFFE MAINTAINED DEMOCRATS' DIGITAL EDGE","2013-11-12"
"AFTER COUNT IN RICHMOND, HERRING HAS SLIGHT LEAD","2013-11-12"
"VIRGINIA ATTORNEY GENERAL RACE: HERRING TAKES LEAD, WITH A RECOUNT APPEARING LIKELY","2013-11-12"
"HERRING TAKES THE LEAD IN VIRGINIA ATTORNEY GENERAL RACE","2013-11-12"
"BACK AND FORTH IN UNDECIDED VIRGINIA ATTORNEY GENERAL RACE","2013-11-12"
"TWO BEDFORD PRECINCTS MISSING FROM ELECTION NIGHT TALLY","2013-11-12"
"JUDGE DISMISSES APPEAL TO GET ICUHAJI PLATES BACK","2013-11-12"
"PLANS FOR LOUDOUN GMU CAMPUS REMAIN UNCERTAIN","2013-11-12"
"VIRGINIA INTERMONT TO ANNOUNCE ITS MERGER WITH ANOTHER COLLEGE","2013-11-12"
"“TRULY HISTORIC” RATE OF DOLPHIN DEATHS DECLINING IN VIRGINIA","2013-11-12"
"2 FAIRFAX SCHOOL OFFICIALS CHARGED WITH EMBEZZLEMENT AND MONEY LAUNDERING","2013-11-12"
"SWITCH TO NOVEMBER ‘VINDICATED’ AS VOTER TURNOUT DOUBLES IN FALLS CHURCH","2013-11-12"
"NORFOLK LIKELY TO SUPPORT LONGER TERMS FOR SCHOOL BOARD","2013-11-12"
"ARENA PROPOSED AGAIN AT VIRGINIA BEACH OCEANFRONT","2013-11-12"
"RICHMOND CITY COUNCIL RECEIVES STADIUM PLAN","2013-11-12"
"THE COST  OF NEGLECT","2013-11-12"
"A BIPARTISAN APPROACH TO GOVERNING","2013-11-12"
"VRS MOVES RAISE MANY CONCERNS","2013-11-12"
"BEACH SHOULD SHARE LIGHT RAIL CORRIDOR","2013-11-12"
"FIRST PITCH","2013-11-12"
"54/67","2013-11-12"
"WILLIAMS: BALLPARK PLAN FAILS TO CONNECT WITH CITY’S PAST","2013-11-12"
"DILLARD: THE GOP'S MATH, MESSAGE PROBLEM","2013-11-12"
"VIRGINIA GOV.-ELECT MCAULIFFE MEETS WITH HOUSE SPEAKER HOWELL","2013-11-13"
"MCAULIFFE VOWS NO URANIUM MINING","2013-11-13"
"HERRING DECLARES VICTORY, BUT A RECOUNT IS LIKELY","2013-11-13"
"DEMOCRAT MARK HERRING GETS A LEG UP IN VA. ATTORNEY GENERAL’S RACE IN LATE BALLOT COUNT","2013-11-13"
"HERRING CLAIMS VICTORY AFTER LAST VOTES ARE TALLIED","2013-11-13"
"HERRING DECLARES VICTORY IN AG RACE, RECOUNT POSSIBLE","2013-11-13"
"VIRGINIA AG RACE: DEMOCRAT WIDENS LEAD","2013-11-13"
"AG RACE DOWN TO ‘EVERY VOTE’","2013-11-13"
"HERRING UP AT CANVASS’ END","2013-11-13"
"CUCCINELLI: MORE TIME ON OBAMACARE COULD HAVE SWUNG ELECTION","2013-11-13"
"CUCCINELLI SAYS OBAMACARE ARGUMENT RAN OUT OF TIME","2013-11-13"
"TOP MCAULIFFE, CUCCINELLI AIDES AGREE SHUTDOWN WAS KEY","2013-11-13"
"TEXAS GOV. PERRY TO HEADLINE VA. GOP GALA","2013-11-13"
"TEXAS GOV. RICK PERRY TO HEADLINE VA. GOP WINTER MEETING","2013-11-13"
"DEMOCRATS TO CHOOSE CANDIDATE FOR NORTHAM'S SEAT","2013-11-13"
"NON-GENERAL FUNDS DRIVE STATE BUDGET GROWTH","2013-11-13"
"WASHINGTON COUNTY OFFICIALS PROBING BVU","2013-11-13"
"WILDER A FACTOR IN BOTTOM’S SLAVERY HERITAGE PLANS","2013-11-13"
"DEMOLITION OF VIRGINIA TECH'S CADETS DORM BEGINS WITH GOLDEN SLEDGEHAMMERS","2013-11-13"
"UVA BOARD TO TAKE UP MUCH-WORKED-ON STRATEGIC PLAN","2013-11-13"
"VIRGINIA UNIVERSITY OF LYNCHBURG PLACED ON PROBATION","2013-11-13"
"VA. BEACH WILL REVIEW 3 PLANS TO EXTEND TRAIN SERVICE","2013-11-13"
"SECOND VIRGINIA BEACH ARENA PROPOSAL IS IN THE WORKS","2013-11-13"
"CHESAPEAKE URGED TO TAKE CONFERENCE CENTER PRIVATE","2013-11-13"
"REPUBLICANS TAKE CHARGE IN JAMES CITY","2013-11-13"
"AUDIT RAPS HANDLING OF STUDENT ACCOUNTS IN MECKLENBURG","2013-11-13"
"VOTERS REJECT LOCAL MEALS TAX","2013-11-13"
"TO THE WIRE","2013-11-13"
"SCHAPIRO: MCAULIFFE LOOKS TO BURY URANIUM ISSUE","2013-11-13"
"HOW TERRY MCAULIFFE’S CAMPAIGN CHANGED THE VIRGINIA ELECTORATE","2013-11-13"
"HINKLE: ON LEGALIZING WEED, VIRGINIA SHOULD JUST SAY YES","2013-11-13"
"HERRING, OBENSHAIN DIG IN FOR A FIGHT IN TIGHT VA. ATTORNEY GENERAL RACE AS THE LAWYERS MOVE IN","2013-11-14"
"HERRING, OBENSHAIN NAME TRANSITION TEAMS","2013-11-14"
"WITH ALL VOTES TALLIED, HERRING ANNOUNCES TRANSITION TEAM","2013-11-14"
"VIRGINIA AG RACE: ‘ANYBODY’S GUESS’","2013-11-14"
"ATTORNEY GENERAL HOPEFULS REMAIN JUST THAT - HOPEFUL","2013-11-14"
"ARLINGTON BAR CODES EXAMINED FOR VOTE PROBLEMS IN VIRGINIA","2013-11-14"
"SENATE SEAT: WHAT’S NEXT IF HERRING'S WIN STANDS?","2013-11-14"
"LEESBURG ATTORNEY ANNOUNCES BID FOR HERRING’S SENATE SEAT","2013-11-14"
"PENSION RATES TO EASE","2013-11-14"
"VIRGINIA REVENUES FALL 5.4 PERCENT IN OCTOBER","2013-11-14"
"REPORT: VA. JUSTICE SYSTEM HEADED FOR CRISIS","2013-11-14"
"EMPORIA PRINCIPAL TO HEAD MCDONNELL’S SCHOOL TAKEOVER DIVISION","2013-11-14"
"HAPPY HOUR CHANGES ON TAP WHILE ABC OFFERS BLACK FRIDAY DISCOUNTS","2013-11-14"
"1,023 IN VA. HAVE ENROLLED THROUGH EXCHANGE IN 33 DAYS","2013-11-14"
"LOW-WAGE WORKERS CONTINUE TO FEEL THE STING OF GOVERNMENT SHUTDOWN","2013-11-14"
"WILDER HOPES TO REVIVE SLAVERY MUSEUM IN RICHMOND","2013-11-14"
"ENDANGERED WHALES A CONCERN IN VIRGINIA OFFSHORE WIND DEVELOPMENT","2013-11-14"
"NASA LANGLEY TO JOIN VIRGINIA SCIENCE SUMMIT IN D.C.","2013-11-14"
"AFTER MEALS TAX DEFEAT, CHESTERFIELD LEADERS PONDER REVENUE OPTIONS","2013-11-14"
"NORFOLK REDEVELOPMENT AGENCY NAMES BOARD CHAIR","2013-11-14"
"CITY COUNCIL SPLIT OVER HOW TO HANDLE LICENSE PLATE READER CONCERNS","2013-11-14"
"GUN RIGHTS ADVOCATES APPLAUD BEDFORD SUPERVISORS' EFFORTS","2013-11-14"
"BALLOTS, NOT COURTS SHOULD DECIDE WINNER IN VIRGINIA’S ATTORNEY GENERAL RACE","2013-11-14"
"URANIUM MINING: DOA?","2013-11-14"
"ON BEACH ARENA, QUESTIONS BEGIN","2013-11-14"
"MCAULIFFE AND THOSE BILLBOARDS","2013-11-14"
"VOTING IS IMPORTANT","2013-11-14"
"COLLEGE ACCESS STILL WORTH THE EFFORT","2013-11-14"
"CASEY: ‘PURGED’ VOTER’S EXPERIENCE RAISES QUESTIONS","2013-11-14"
"PROVO: DON’T LET D.C. DIVISIVENESS INFECT RICHMOND","2013-11-14"
"BERRY: VIRGINIA MUST HAVE A FAIRER CRIMINAL JUSTICE SYSTEM","2013-11-14"
"PAGE: THE RUSH FOR NORTHAM'S SEAT IN STATE SENATE","2013-11-14"
"MCDONNELL, SUBJECT OF GIFTS PROBE, ANNOUNCES PLANS TO RECOMMEND ETHICS REFORMS","2013-11-15"
"MCDONNELL SAYS HE DID NOT ABUSE POWER","2013-11-15"
"MCAULIFFE TO DIVEST FROM GREENTECH, FRANKLIN PELLETS","2013-11-15"
"WEALTHY GOV.-ELECT TERRY MCAULIFFE BEGINS PUTTING ASSETS INTO A BLIND TRUST","2013-11-15"
"MCAULIFFE ANNOUNCES TRANSITION COMMITTEE","2013-11-15"
"WARE TO RESIGN FROM HOUSE OF DELEGATES, CITING MOTHER’S POOR HEALTH","2013-11-15"
"COMMUNITY FETES LONGTIME VA. DELEGATE JOE JOHNSON","2013-11-15"
"VIRGINIA LEGISLATOR CONDEMNS BUDGETING PROCESS","2013-11-15"
"STATE TO CONSIDER CRIMINALIZING SEX BETWEEN ADULT STUDENTS AND SCHOOL EMPLOYEES","2013-11-15"
"BAGGED BAG TAX COULD MAKE COMEBACK","2013-11-15"
"DEMOCRACY FOR AMERICA FALLS SHORT IN NORTHERN VIRGINIA RACES","2013-11-15"
"HOWARD DEAN RAISING FUNDS FOR HERRING IN AG’S RACE","2013-11-15"
"THREE DEMOCRATS TO TRY FOR NORTHAM'S SENATE SEAT","2013-11-15"
"THREE DEMOCRATS BATTLE FOR NOMINATION IN RACE TO REPLACE NORTHAM IN SENATE","2013-11-15"
"VRS’ NEW RATES VARY WIDELY AMONG EMPLOYERS","2013-11-15"
"ACLU CRITICIZES VA. FOR BLOCKING SAME-SEX TAX FILING","2013-11-15"
"CANTOR HOLDS A “HANG OUT” WITH LOCAL STUDENTS","2013-11-15"
"LOCKHEED MARTIN TO CUT 4,000 JOBS DUE TO FEDERAL BUDGET CUTS","2013-11-15"
"E-CIGARETTES GAIN ATTENTION IN SCHOOLS AMID RISE IN POPULARITY","2013-11-15"
"ANNANDALE HIGH FOOTBALL COACH INTERRUPTS HALF-TIME PROGRAM OF SCHOOL’S BAND","2013-11-15"
"HENRICO SCHOOL BOARD ACCEPTS RUSSO’S RESIGNATION","2013-11-15"
"HENRICO SIGNIFICANTLY CUTS STUDENT SUSPENSIONS","2013-11-15"
"STADIUM NAMING RIGHTS SALE WOULD LOWER SQUIRRELS’ RENT","2013-11-15"
"BATTLE-EDMONDS MAKES HER MARK, RAISES EYEBROWS","2013-11-15"
"SUFFOLK WEIGHS OUTSOURCING CUSTODIAL WORK","2013-11-15"
"PART OF VIRGINIA BEACH ARENA PROPOSAL MADE PUBLIC","2013-11-15"
"SPOTSY APPROVES BONUSES FOR SCHOOL EMPLOYEES","2013-11-15"
"ALLEGHANY COUNTY WINNER CAN’T TAKE SUPERVISOR’S SEAT","2013-11-15"
"LAWSUIT FILED OVER BRISTOL BOND BORROWING","2013-11-15"
"ENDING, FOR NOW, URANIUM DEBATE","2013-11-15"
"PRISON CONUNDRUM","2013-11-15"
"A NEW PATH FOR FAILING SCHOOLS","2013-11-15"
"WHOSE ELECTION WAS IT ANYWAY?","2013-11-15"
"BIG SPENDERS","2013-11-15"
"BE HAPPY","2013-11-15"
"JOHNSTON: ELECTION RESULTS ARE IN, RURAL VIRGINIA LOST","2013-11-15"
"MCDONNELL: CREATING A 'COMMONWEALTH OF OPPORTUNITY'","2013-11-15"
"SINCERE: HOW CAN WE MAKE VIRGINIA’S NON-COMPETITIVE ELECTIONS COMPETITIVE?","2013-11-15"
"A CHILDHOOD VICTIM OF ABUSE NOW HELPS OTHERS","2013-11-15"
"GOV.-ELECT TERRY MCAULIFFE COURTED VA. LABOR AND BUSINESS. CAN HE KEEP BOTH SIDES HAPPY?","2013-11-18"
"NEW INVOICES BRING TAXPAYER-PAID LEGAL BILLS FOR MCDONNELL GIFTS SCANDAL TO $575,000","2013-11-18"
"TAXPAYERS’ LEGAL TAB IN GIFTS SCANDAL TOPS $570,000","2013-11-18"
"WHEATON CONSIDERING BID FOR WARE’S SEAT","2013-11-18"
"HAMPTON ROADS CHAMBER: NO TO URANIUM MINING","2013-11-18"
"ATTORNEY GENERAL RACE THRUSTS PROVISIONAL BALLOT INTO SPOTLIGHT","2013-11-18"
"HAMPTON ROADS TEA PARTY ISN'T WAVING WHITE FLAG","2013-11-18"
"ROANOKE SHERIFF TO SEEK HOUSE OF DELEGATES SEAT","2013-11-18"
"LEWIS WINS DEMOCRATIC NOD TO FILL NORTHAM'S SEAT","2013-11-18"
"PLAYING GREEN ‘HARDBALL’ IN COAL COUNTRY","2013-11-18"
"ELDER THINKS 6TH DISTRICT IS IN PLAY","2013-11-18"
"FIVE OFFICIALS WITH TIES TO TRANSPORTATION TAKE TRIP TO TURKEY, RAISING QUESTIONS","2013-11-18"
"SWITCH TO COMPUTERS HURTS SOL RESULTS IN PARTS OF VIRGINIA","2013-11-18"
"NEW HEALTH CARE LAW DEBATED AT VIRGINIA BEACH FORUM","2013-11-18"
"SCOTT: 'KEEP YOUR HEALTH PLAN ACT' IS AN ATTEMPT TO SABOTAGE ACA","2013-11-18"
"1,000-PLUS HAVE SIGNED UP FOR HEALTH CARE IN VA.","2013-11-18"
"NAVIGATING OBAMACARE LOCALLY–WITH PEN AND PAPER","2013-11-18"
"CAPITAL GAINS: SPENDING ON CONTRACTS AND LOBBYING PROPELS A WAVE OF NEW WEALTH IN D .C.","2013-11-18"
"VETERANS AFFAIRS CALLED IT A SMALL-BUSINESS CONTRACT, BUT A BIG FIRM GOT 90% OF THE MONEY","2013-11-18"
"AN ADVOCATE FOR FARMING","2013-11-18"
"PASSENGER, CARGO TRAFFIC CONTINUE FALL AT NORFOLK AIRPORT","2013-11-18"
"CONCERNS RAISED ABOUT PUBLIC HOUSING PILOT PROGRAM","2013-11-18"
"NO CLEAR DEFINITION FOR ""REASONABLE"" ALTERNATIVE TO TOLLS","2013-11-18"
"NOT SO FAST: USE OF 495 EXPRESS LANES IN VIRGINIA FAR BEHIND ESTIMATES","2013-11-18"
"VRE STATION IN SPOTSY PUSHED BACK AGAIN","2013-11-18"
"ON I-81, CONSTRUCTION BLASTS ARE FINALLY IN THE PAST","2013-11-18"
"STUDENTS PROTEST CHANGES TO UVA'S FINANCIAL AID PROGRAM","2013-11-18"
"U-VA. BOARD APPROVES BASIC FRAMEWORK OF STRATEGIC PLAN — BUT NOT THE PLAN ITSELF","2013-11-18"
"AFTER ASSUALT, VSU RULED INELIGIBLE FOR NCAA DIVISION II PLAYOFFS","2013-11-18"
"VSU TO BREAK GROUND ON MULTIUSE CENTER","2013-11-18"
"BOOK REVIEW: JEFFERSON WANTED STUDENTS UVA TO GOVERN THEMSELVES. IT WAS A COLOSSAL MISTAKE","2013-11-18"
"UMW STUDENTS TO SEE HIKE IN HOUSING FEES","2013-11-18"
"SURVIVOR OF VIRGINIA TECH SHOOTINGS AMONG CREATORS OF AN APP TO STEM CAMPUS CRIME","2013-11-18"
"CIVIL WAR CENTER, CONFEDERACY MUSEUM JOIN FORCES","2013-11-18"
"DEVELOPER SAYS VIRGINIA OUTDOORS FOUNDATION OPPOSED PIER AS IT PAVED WAY FOR FRACKING","2013-11-18"
"PARKING LOTS AN EXAMPLE OF FAIRFAX SCHOOLS’ ECONOMIC GAP","2013-11-18"
"FLOODPLAIN ISSUES HOLD KEY ROLE IN STADIUM PROJECT","2013-11-18"
"CHESTERFIELD TO DEBATE TRIMMING PROFFERS","2013-11-18"
"NEWPORT NEWS-BASED COMPANY MAKES BID TO BUILD VA. BEACH SPORTS ARENA","2013-11-18"
"HAMPTON TO RECONSIDER HOW SCHOOL BOARD IS ELECTED","2013-11-18"
"TRUMP GOLF COURSE UNDER MORE SCRUTINY","2013-11-18"
"HARRISONBURG CONSIDERS SMOKING BAN IN PUBLIC-HOUSING PROJECTS","2013-11-18"
"TAXMAN'S BIAS AGAINST GAYS","2013-11-18"
"THE RETURN OF ICUHAJI","2013-11-18"
"IN THE DARK","2013-11-18"
"REGIONAL MUSCLE AT STAKE","2013-11-18"
"MINDING MANNERS NOT A MATTER FOR DEBATE","2013-11-18"
"A TIME TO AVOID THE SPOTLIGHT","2013-11-18"
"OUR GUNS ARE SAFE","2013-11-18"
"A WORTHY CAMPAIGN PLEDGE FOR MARYLAND","2013-11-18"
"SCHAPIRO: TRIPLE TROUBLE FOR VA. REPUBLICANS","2013-11-18"
"HINKLE: THE WEIRDNESS OF MAJORITY RULE","2013-11-18"
"GRABOYES: MEDICAID EXPANSION: STATES UNDER DURESS","2013-11-18"
"MORTON: DON’T TAKE YOUTH VOTE FOR GRANTED","2013-11-18"
"CONNER: CONFRONTATIONAL EDUCATION VS. CONTENT DELIVERY","2013-11-18"
"MCAULIFFE NAMES BROWN, REAGAN, DENSLOW, STONEY TO POSTS","2013-11-19"
"VIRGINIA GOV.-ELECT MCAULIFFE MAKES KEY APPOINTMENTS","2013-11-19"
"MCAULIFFE KEEPS CURRENT FINANCE SECRETARY, ADDS STAFF","2013-11-19"
"MCAULIFFE MAKES FIRST TOP-LEVEL APPOINTMENTS","2013-11-19"
"MCAULIFFE ANNOUNCES FIRST APPOINTMENTS","2013-11-19"
"MCAULIFFE BEGINS APPOINTING TO STAFF","2013-11-19"
"CUCCINELLI TO ASK APPEALS COURT TO CLEAR MONTGOMERY IN WRONGFUL CONVICTION CASE","2013-11-19"
"CUCCINELLI TO ARGUE ON BEHALF OF MONTGOMERY TUESDAY","2013-11-19"
"BILLS THREATEN TO GUT NEW VIRGINIA ROAD-FUNDING LAW","2013-11-19"
"SPARKS FLY AGAIN OVER TRANSPORTATION FUNDING","2013-11-19"
"BILL INTRODUCED TO REPEAL STATE TRANSPORTATION TAXES","2013-11-19"
"WATKINS PROPOSES STATE EXCHANGE FOR VA.","2013-11-19"
"HANGER TALKS TO TEA PARTY","2013-11-19"
"NAMES HAVE YET TO BE ADDED TO VA. WAR MEMORIAL","2013-11-19"
"KEN CUCCINELLI REFLECTS ON LOSING VIRGINIA GOVERNOR’S RACE, TALKS ABOUT WHAT’S NEXT","2013-11-19"
"HERRING LAWYER CONFIDENT OF ATTORNEY GENERAL RECOUNT VICTORY","2013-11-19"
"RECOUNTS ARE ROUGH, AND THEY RARELY CHANGE RESULTS","2013-11-19"
"HERRING TEAM STILL CONFIDENT OF AG RACE VICTORY; OBENSHAIN THINKS RESULTS COULD SWING HIS WAY","2013-11-19"
"DEMOCRATS TO HOLD FIREHOUSE PRIMARY FOR HERRING’S SENATE SEAT","2013-11-19"
"33RD SENATE DISTRICT DEMOCRATS TO SELECT HERRING-REPLACEMENT NOMINEE SATURDAY","2013-11-19"
"STUDY: JUDGE CASELOADS TOO BIG","2013-11-19"
"VA. TO RECEIVE $392,000 AS PART OF GOOGLE SETTLEMENT","2013-11-19"
"CONGRESS VOTES TO INCREASE PHARMACY INDUSTRY OVERSIGHT AFTER MENINGITIS OUTBREAK","2013-11-19"
"VIRGINIA OYSTER HARVEST BIGGEST IN 26 YEARS","2013-11-19"
"VA. OYSTER HARVEST BEST SINCE 1987","2013-11-19"
"CNU'S CAMPUS SEES NEARLY 2 DECADES OF GROWTH","2013-11-19"
"NSU PRESIDENT PLANS TO CLOSE 2-YEAR NURSING PROGRAM","2013-11-19"
"VIRGINIA TECH TO SELL 26 ACRES TO FAA FOR RUNWAY EXPANSION","2013-11-19"
"BATTLE OVER THE FUTURE OF FAIRFAX LIBRARIES TO BE JOINED AGAIN TODAY BY COUNTY SUPERVISORS","2013-11-19"
"SCOTT GORDON FOUND NOT GUILTY OF IMPERSONATING LAW ENFORCEMENT OFFICER","2013-11-19"
"MEMBER OF LOUDOUN SHERIFF’S OFFICE UNDER INVESTIGATION FOR EMBEZZLEMENT","2013-11-19"
"STATE POLICE INVESTIGATE LOUDOUN SHERIFF'S OFFICE EMPLOYEE IN EMBEZZLEMENT PROBE","2013-11-19"
"COUNCIL COMMITTEE TO TAKE UP SHOCKOE BALLPARK TODAY","2013-11-19"
"SCHOOL OFFICIALS WANT TO CENTRALIZE USE OF NON-CONTRACT EMPLOYEES","2013-11-19"
"NORFOLK'S TOP PLANNER QUITS UNEXPECTEDLY","2013-11-19"
"WESTERN REFINING, YORK COUNTY LIKELY TO SETTLE OVER TAX ASSESSMENTS","2013-11-19"
"ROANOKE CITY COUNCIL CREATES STORM WATER UTILITY","2013-11-19"
"PLANNING BOARD TO SEE DRAFT NATURAL GAS DRILLING LAW","2013-11-19"
"BUDGET SHORTFALL NEARING $3 MILLION","2013-11-19"
"WELL POSITIONED TO ACT","2013-11-19"
"SEQUESTER REDUX LOOMS ON HORIZON","2013-11-19"
"DUST","2013-11-19"
"BE TOUGH ON CRIME SPENDING","2013-11-19"
"MUSEUM: MAKE IT THE BEST","2013-11-19"
"UVA WOULD FEEL STING OF HEALTH CUTS","2013-11-19"
"WILLIAMS: HENRICO SCHOOL BOARD HAS SOME EXPLAINING TO DO","2013-11-19"
"FRIEIVALDS: THE MYTH OF THE ‘HISPANIC VOTER’","2013-11-19"
"TERRY MCAULIFFE MEETS WITH UNION LEADERS","2013-11-20"
"CUCCINELLI ARGUES FOR WRONGFULLY CONVICTED MAN","2013-11-20"
"CUCCINELLI ARGUES FOR MONTGOMERY'S INNOCENCE","2013-11-20"
"STATE SEN. DEEDS HOSPITALIZED AFTER STABBING; SON, A FORMER W&M STUDENT, FOUND DEAD","2013-11-20"
"POLICE PROBE ATTACK ON DEEDS AS ATTEMPTED MURDER-SUICIDE","2013-11-20"
"OFFICIAL: DEEDS’ SON WAS RELEASED FOR LACK OF PSYCHIATRIC BED","2013-11-20"
"POLICE: SON LIKELY STABBED VA. STATE SEN. CREIGH DEEDS, SHOT HIMSELF","2013-11-20"
"NEIGHBOR RESPONDED TO DEEDS HOME","2013-11-20"
"POLICE INVESTIGATE SON'S ROLE IN STABBING OF CREIGH DEEDS","2013-11-20"
"TIGHTLY KNIT BATH COUNTY ‘IN SHOCK’ AFTER CREIGH DEEDS TRAGEDY","2013-11-20"
"POLICE: SON STABBED SEN. CREIGH DEEDS, SHOT HIMSELF","2013-11-20"
"VIRGINIA SENATOR STABBED AT HOME","2013-11-20"
"VIRGINIA POLITICAL FIGURE STABBED AS SON TAKES OWN LIFE, POLICE SAY","2013-11-20"
"DEEDS' SON RELEASED MONDAY AFTER NO MENTAL-HEALTH BEDS FOUND","2013-11-20"
"CREIGH DEEDS’ TRAGEDY: SON TURNED AWAY IN STATE SHORT ON MENTAL HEALTH CARE","2013-11-20"
"SEN. DEEDS INJURED IN ALLEGED ASSAULT","2013-11-20"
"DEEDS' SON WITHDREW FROM W&M A MONTH AGO","2013-11-20"
"DEEDS' SON ASSISTED IN 2009 CAMPAIGN","2013-11-20"
"DEEDS KNOWN AS PUBLIC SERVANT WITH A REVERENCE FOR HISTORY","2013-11-20"
"VIRGINIA OFFICIALS URGE PRAYERS FOR DEEDS","2013-11-20"
"WELL WISHES, HEAVY HEARTS FOR DEEDS ACROSS THE AISLE","2013-11-20"
"SPECIAL PROSECUTOR NAMED IN MORRISSEY CASE","2013-11-20"
"CHESTERFIELD LEGISLATORS OUTLINE HOPES FOR NEXT YEAR","2013-11-20"
"VA SHORE: SUPERVISOR RON WOLFF ANNOUNCES FOR DELEGATE SEAT, SHOULD LEWIS WIN","2013-11-20"
"THREE COMPETE FOR SHOT AT STATE SENATE SEAT","2013-11-20"
"GOP HOLDING PRIMARY FOR 6TH DISTRICT SENATE SEAT ON THURSDAY","2013-11-20"
"QUICK VOTE COUNT IN STAFFORD PRAISED","2013-11-20"
"CUCCINELLI 'TEMPTED' BY U.S. SENATE BID","2013-11-20"
"GROUP BACKS CUTTING SOME OF 34 SOL TESTS","2013-11-20"
"VIRGINIA PORT AUTHORITY CHIEF TO GET $450,000 A YEAR","2013-11-20"
"PORT AUTHORITY APPROVES CONTRACT FOR NEW CHIEF EXECUTIVE","2013-11-20"
"STATE OFFICIALS CONCERNED OVER LACK OF ACORNS","2013-11-20"
"CLAIMS ON BIOPOWER DECEPTIVE, GROUP SAYS","2013-11-20"
"FOR NOW, NAVY CANCELS SEARCH FOR OUTLYING LANDING FIELD","2013-11-20"
"WITH DEMS RULING ALBEMARLE, CAN THE WESTERN BYPASS BE ROLLED BACK","2013-11-20"
"LIBERTY UNIVERSITY STUDENT FATALLY SHOT; POLICE SAY MAN ATTACKED SECURITY OFFICER WITH HAMMER","2013-11-20"
"LIBERTY U. STUDENT SHOT AND KILLED IN CONFRONTATION WITH CAMPUS POLICE","2013-11-20"
"ALEXANDRIA, BOAT CLUB TO RESUME TALKS ON RIVERFRONT PARKING LOT FOR 90 DAYS","2013-11-20"
"FAIRFAX COUNTY STUDENTS BUILD FIRST SATELLITE SENT TO SPACE","2013-11-20"
"HENRICO'S HEADWINDS","2013-11-20"
"RRHA SPENT NEARLY $200,000 ON LOCKS AFTER LOSING KEYS","2013-11-20"
"DRIVING DWIGHT","2013-11-20"
"COUNCILMAN SEEKS COMMITMENT FOR SLAVERY-SITE FUNDING","2013-11-20"
"TEACH FOR RICHMOND? PLAN TO HIRE TEACHERS WITH PROVISIONAL LICENSES SPARKS A BACKLASH","2013-11-20"
"VA. BEACH BOARD OKS RESOLUTION ON BULLYING PROTECTION","2013-11-20"
"VA. BEACH CITIES, SCHOOLS FACE $26.8 MILLION SHORTFALL","2013-11-20"
"LYNCHBURG SCHOOL BOARD PASSES POLICY CHANGE TO GPAS FOR CERTAIN CLASSES","2013-11-20"
"ROANOKE COUNTY MAKES A GOOD MOVE","2013-11-20"
"GOVERNOR: I FOLLOWED 'LAX' GIFT RULES","2013-11-20"
"RESTORING A VITAL LINK IN THE BAY","2013-11-20"
"CREIGH DEEDS: PRAYERS","2013-11-20"
"DON’T SELL PARKLAND FOR PRIVATE BENEFIT","2013-11-20"
"SCHAPIRO: MCDONNELL LEGAL HIT YOU WHERE IT HURTS – THE WALLET","2013-11-20"
"DOUGHERTY: DEEDS STORY REVEALS THE GOOD AND BAD OF SOCIAL MEDIA","2013-11-20"
"JACKMAN: FAIRFAX LIBRARIES WILL STOP TOSSING MATERIALS, DROP CHANGES THAT WOULD HAVE REDUCED STAFF","2013-11-20"
"SLEMP: A DIFFERENT KIND OF CAMPAIGN","2013-11-20"
"SUROVELL: WHY I HATE VOTING MACHINES","2013-11-20"
"FARNSWORTH AND HANNA: MAPPING THE VOTE: GOP SHOULD FOCUS ON POPULATION CENTERS","2013-11-20"
"MCAULIFFE CALLS ON VIRGINIA BUSINESSES TO SUPPORT MEDICAID EXPANSION","2013-11-21"
"MCAULIFFE SIGNALS NO RETREAT ON EXPANDING MEDICAID","2013-11-21"
